timestamp,verdict,latency_ms,packet_loss_pct,network_id
2026-02-21T17:48:27.057853,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:48:57.187765,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:49:27.230307,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:49:57.272838,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:50:27.363645,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:50:57.488560,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:51:27.533514,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:51:57.575136,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:52:27.614882,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:52:57.687804,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:53:13.846786,✅ Connected,72.374,0.0,345ec2aaf88608c2
2026-02-21T17:53:33.207646,✅ Connected,49.038,0.0,345ec2aaf88608c2
2026-02-21T17:54:03.291443,✅ Connected,52.365,0.0,345ec2aaf88608c2
2026-02-21T17:54:33.232350,✅ Connected,38.327,0.0,345ec2aaf88608c2
2026-02-21T17:55:04.026427,✅ Connected,98.937,0.0,345ec2aaf88608c2
2026-02-21T17:55:33.390737,✅ Connected,49.288,0.0,345ec2aaf88608c2
2026-02-21T17:56:04.501791,⚠️ Unstable Connection,34.843,20.0,345ec2aaf88608c2
2026-02-21T17:56:33.411954,✅ Connected,55.634,0.0,345ec2aaf88608c2
2026-02-21T17:57:03.306373,✅ Connected,89.585,0.0,345ec2aaf88608c2
2026-02-21T17:57:38.303168,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T17:58:03.523639,✅ Connected,61.749,0.0,345ec2aaf88608c2
2026-02-21T17:58:33.195251,✅ Connected,61.97,0.0,345ec2aaf88608c2
2026-02-21T17:59:03.169019,📶 Degraded Performance,112.03,0.0,345ec2aaf88608c2
2026-02-21T17:59:34.450003,📶 Degraded Performance,148.051,0.0,345ec2aaf88608c2
2026-02-21T18:00:03.263734,✅ Connected,56.596,0.0,345ec2aaf88608c2
2026-02-21T18:00:33.876409,✅ Connected,53.431,0.0,345ec2aaf88608c2
2026-02-21T18:01:03.264312,✅ Connected,28.343,0.0,345ec2aaf88608c2
2026-02-21T18:01:34.273118,⚠️ Unstable Connection,52.229,20.0,345ec2aaf88608c2
2026-02-21T18:02:03.189863,✅ Connected,55.958,0.0,345ec2aaf88608c2
2026-02-21T18:02:34.934885,📶 Degraded Performance,124.816,0.0,345ec2aaf88608c2
2026-02-21T18:03:08.547298,🌍 ISP Outage,,,345ec2aaf88608c2
2026-02-21T18:03:33.766704,✅ Connected,43.387,0.0,345ec2aaf88608c2
2026-02-21T18:04:03.256382,✅ Connected,56.908,0.0,345ec2aaf88608c2
2026-02-21T18:04:33.207110,✅ Connected,64.164,0.0,345ec2aaf88608c2
2026-02-21T18:05:03.653163,✅ Connected,66.885,0.0,345ec2aaf88608c2
2026-02-21T18:05:33.466599,✅ Connected,68.205,0.0,345ec2aaf88608c2
2026-02-21T18:06:03.355860,✅ Connected,58.261,0.0,345ec2aaf88608c2
2026-02-21T18:06:33.272173,✅ Connected,90.622,0.0,345ec2aaf88608c2
2026-02-21T18:07:03.293530,✅ Connected,55.572,0.0,345ec2aaf88608c2
2026-02-21T18:07:34.207139,✅ Connected,66.031,0.0,345ec2aaf88608c2
2026-02-21T18:08:03.342747,✅ Connected,62.42,0.0,345ec2aaf88608c2
2026-02-21T18:08:33.775092,✅ Connected,52.598,0.0,345ec2aaf88608c2
2026-02-21T18:09:03.383098,✅ Connected,67.619,0.0,345ec2aaf88608c2
2026-02-21T18:09:35.147491,⚠️ Unstable Connection,59.655,20.0,345ec2aaf88608c2
2026-02-21T18:10:03.440352,✅ Connected,48.5,0.0,345ec2aaf88608c2
2026-02-21T18:10:33.464472,✅ Connected,66.15,0.0,345ec2aaf88608c2
2026-02-21T18:11:03.347627,✅ Connected,93.817,0.0,345ec2aaf88608c2
2026-02-21T18:11:33.353038,✅ Connected,54.213,0.0,345ec2aaf88608c2
2026-02-21T18:12:03.582567,📶 Degraded Performance,134.213,0.0,345ec2aaf88608c2
2026-02-21T18:12:33.955970,✅ Connected,65.362,0.0,345ec2aaf88608c2
2026-02-21T18:13:03.636452,✅ Connected,73.349,0.0,345ec2aaf88608c2
2026-02-21T18:13:34.698131,⚠️ Unstable Connection,55.606,20.0,345ec2aaf88608c2
2026-02-21T18:14:03.818239,✅ Connected,53.576,0.0,345ec2aaf88608c2
2026-02-21T18:14:33.454438,✅ Connected,60.441,0.0,345ec2aaf88608c2
2026-02-21T18:15:03.665792,✅ Connected,61.403,0.0,345ec2aaf88608c2
2026-02-21T18:15:33.892740,✅ Connected,62.553,0.0,345ec2aaf88608c2
2026-02-21T18:16:04.043924,✅ Connected,47.581,0.0,345ec2aaf88608c2
2026-02-21T18:16:34.004085,✅ Connected,81.478,0.0,345ec2aaf88608c2
2026-02-21T18:17:03.376560,✅ Connected,63.161,0.0,345ec2aaf88608c2
2026-02-21T18:17:33.600666,✅ Connected,74.204,0.0,345ec2aaf88608c2
2026-02-21T18:18:08.708999,📶 Degraded Performance,115.27,0.0,345ec2aaf88608c2
2026-02-21T18:18:33.827254,✅ Connected,84.667,0.0,345ec2aaf88608c2
2026-02-21T18:19:04.363019,✅ Connected,68.751,0.0,345ec2aaf88608c2
2026-02-21T18:19:33.686991,✅ Connected,67.498,0.0,345ec2aaf88608c2
2026-02-21T18:20:03.599292,📶 Degraded Performance,120.471,0.0,345ec2aaf88608c2
2026-02-21T18:20:33.778150,✅ Connected,55.123,0.0,345ec2aaf88608c2
